Protein,Protein ID,Control,Treatment,LogFC
sp|Q9Y3D9|RT23_HUMAN,Q9Y3D9,7,10,0.5145731728297582
sp|Q9Y3E1|HDGR3_HUMAN,Q9Y3E1,2,0,-Inf
sp|Q9Y3E5|PTH2_HUMAN,Q9Y3E5,7,5,-0.4854268271702417
sp|Q9Y3F4|STRAP_HUMAN,Q9Y3F4,19,15,-0.34103691783506696
sp|Q9Y3I0|RTCB_HUMAN,Q9Y3I0,18,14,-0.36257007938470825
sp|Q9Y3U8|RL36_HUMAN,Q9Y3U8,7,5,-0.4854268271702417
sp|Q9Y446|PKP3_HUMAN,Q9Y446,5,2,-1.3219280948873622
sp|Q9Y490|TLN1_HUMAN,Q9Y490,108,56,-0.9475325801058645
sp|Q9Y4E1|WAC2C_HUMAN,Q9Y4E1,3,2,-0.5849625007211563
sp|Q9Y4L1|HYOU1_HUMAN,Q9Y4L1,22,21,-0.06711419585853691
sp|Q9Y4P3|TBL2_HUMAN,Q9Y4P3,4,6,0.5849625007211562
sp|Q9Y4W6|AFG32_HUMAN,Q9Y4W6,6,12,1
sp|Q9Y4X5|ARI1_HUMAN,Q9Y4X5,6,0,-Inf
sp|Q9Y4Z0|LSM4_HUMAN,Q9Y4Z0,3,0,-Inf
sp|Q9Y512|SAM50_HUMAN,Q9Y512,3,5,0.7369655941662062
sp|Q9Y520|PRC2C_HUMAN,Q9Y520,13,0,-Inf
sp|Q9Y570|PPME1_HUMAN,Q9Y570,9,1,-3.1699250014423126
sp|Q9Y5A9|YTHD2_HUMAN,Q9Y5A9,5,0,-Inf
sp|Q9Y5B9|SP16H_HUMAN,Q9Y5B9,4,35,3.1292830169449664
sp|Q9Y5J7|TIM9_HUMAN,Q9Y5J7,3,3,0
sp|Q9Y5K5|UCHL5_HUMAN,Q9Y5K5,8,5,-0.6780719051126377
sp|Q9Y5K6|CD2AP_HUMAN,Q9Y5K6,8,2,-2
sp|Q9Y5L0|TNPO3_HUMAN,Q9Y5L0,3,2,-0.5849625007211563
sp|Q9Y5L4|TIM13_HUMAN,Q9Y5L4,4,3,-0.4150374992788438
sp|Q9Y5M8|SRPRB_HUMAN,Q9Y5M8,9,4,-1.1699250014423124
sp|Q9Y5S9|RBM8A_HUMAN,Q9Y5S9,5,5,0
sp|Q9Y5U2|TSSC4_HUMAN,Q9Y5U2,2,0,-Inf
sp|Q9Y5X1|SNX9_HUMAN,Q9Y5X1,2,0,-Inf
sp|Q9Y5X3|SNX5_HUMAN,Q9Y5X3,10,6,-0.7369655941662062
sp|Q9Y5Y2|NUBP2_HUMAN,Q9Y5Y2,3,0,-Inf
sp|Q9Y5Z4|HEBP2_HUMAN,Q9Y5Z4,2,1,-1
sp|Q9Y608|LRRF2_HUMAN,Q9Y608,4,0,-Inf
sp|Q9Y617|SERC_HUMAN,Q9Y617,19,11,-0.7884958948062882
sp|Q9Y639|NPTN_HUMAN,Q9Y639,7,6,-0.22239242133644802
sp|Q9Y678|COPG1_HUMAN,Q9Y678,11,15,0.44745897697122117
sp|Q9Y696|CLIC4_HUMAN,Q9Y696,7,3,-1.222392421336448
sp|Q9Y697|NFS1_HUMAN,Q9Y697,2,3,0.5849625007211562
sp|Q9Y6C9|MTCH2_HUMAN,Q9Y6C9,2,7,1.8073549220576042
sp|Q9Y6E0|STK24_HUMAN,Q9Y6E0,10,3,-1.7369655941662063
sp|Q9Y6E2|5MP1_HUMAN,Q9Y6E2,7,6,-0.22239242133644802
sp|Q9Y6G9|DC1L1_HUMAN,Q9Y6G9,8,0,-Inf
sp|Q9Y6H1|CHCH2_HUMAN,Q9Y6H1,2,0,-Inf
sp|Q9Y6I3|EPN1_HUMAN,Q9Y6I3,6,4,-0.5849625007211563
sp|Q9Y6K9|NEMO_HUMAN,Q9Y6K9,4,1,-2
sp|Q9Y6M7|S4A7_HUMAN,Q9Y6M7,3,4,0.41503749927884376
sp|Q9Y6M9|NDUB9_HUMAN,Q9Y6M9,5,9,0.8479969065549501
sp|Q9Y6N5|SQOR_HUMAN,Q9Y6N5,12,28,1.222392421336448
sp|Q9Y6W5|WASF2_HUMAN,Q9Y6W5,3,1,-1.5849625007211563
sp|O14786|NRP1_HUMAN,O14786,2,0,-Inf
sp|O15400|STX7_HUMAN,O15400,3,0,-Inf
sp|O60504|VINEX_HUMAN,O60504,2,0,-Inf
sp|O75175|CNOT3_HUMAN,O75175,3,0,-Inf
sp|O75844|FACE1_HUMAN,O75844,2,3,0.5849625007211562
sp|O95169|NDUB8_HUMAN,O95169,1,2,1
sp|O95249|GOSR1_HUMAN,O95249,3,2,-0.5849625007211563
sp|O95989|NUDT3_HUMAN,O95989,2,0,-Inf
sp|P04156|PRIO_HUMAN,P04156,1,0,-Inf
sp|P04350|TBB4A_HUMAN,P04350,1,1,0
sp|P06454|PTMA_HUMAN,P06454,4,1,-2
sp|P08651|NFIC_HUMAN,P08651,2,0,-Inf
sp|P09234|RU1C_HUMAN,P09234,2,4,1
sp|P13929|ENOB_HUMAN,P13929,2,0,-Inf
sp|P16455|MGMT_HUMAN,P16455,3,0,-Inf
sp|P18754|RCC1_HUMAN,P18754,2,2,0
sp|P27540|ARNT_HUMAN,P27540,1,0,-Inf
sp|P33764|S10A3_HUMAN,P33764,2,1,-1
sp|P35612|ADDB_HUMAN,P35612,2,0,-Inf
sp|P41236|IPP2_HUMAN,P41236,3,0,-Inf
sp|P42025|ACTY_HUMAN,P42025,3,2,-0.5849625007211563
sp|P43155|CACP_HUMAN,P43155,1,8,3
sp|P49137|MAPK2_HUMAN,P49137,2,0,-Inf
sp|P49247|RPIA_HUMAN,P49247,3,0,-Inf
sp|P50897|PPT1_HUMAN,P50897,2,2,0
sp|P51397|DAP1_HUMAN,P51397,3,2,-0.5849625007211563
sp|P51649|SSDH_HUMAN,P51649,2,6,1.584962500721156
sp|P53985|MOT1_HUMAN,P53985,2,4,1
sp|P55957|BID_HUMAN,P55957,3,1,-1.5849625007211563
sp|P61024|CKS1_HUMAN,P61024,2,0,-Inf
sp|P84085|ARF5_HUMAN,P84085,2,2,0
sp|Q02127|PYRD_HUMAN,Q02127,2,3,0.5849625007211562
sp|Q12962|TAF10_HUMAN,Q12962,2,0,-Inf
sp|Q13131|AAPK1_HUMAN,Q13131,2,3,0.5849625007211562
sp|Q13445|TMED1_HUMAN,Q13445,1,3,1.584962500721156
sp|Q13895|BYST_HUMAN,Q13895,2,3,0.5849625007211562
sp|Q14032|BAAT_HUMAN,Q14032,2,0,-Inf
sp|Q14318|FKBP8_HUMAN,Q14318,1,2,1
sp|Q16527|CSRP2_HUMAN,Q16527,3,0,-Inf
sp|Q16563|SYPL1_HUMAN,Q16563,2,1,-1
sp|Q5VWZ2|LYPL1_HUMAN,Q5VWZ2,2,3,0.5849625007211562
sp|Q5XKP0|MIC13_HUMAN,Q5XKP0,2,0,-Inf
sp|Q6EEV4|GL1AD_HUMAN,Q6EEV4,2,0,-Inf
sp|Q6P3W7|SCYL2_HUMAN,Q6P3W7,2,0,-Inf
sp|Q86SE5|RALYL_HUMAN,Q86SE5,1,1,0
sp|Q8IVD9|NUDC3_HUMAN,Q8IVD9,2,0,-Inf
sp|Q8IWS0|PHF6_HUMAN,Q8IWS0,2,4,1
sp|Q8IZV5|RDH10_HUMAN,Q8IZV5,2,7,1.8073549220576042
sp|Q8N335|GPD1L_HUMAN,Q8N335,2,1,-1
sp|Q8N983|RM43_HUMAN,Q8N983,1,5,2.321928094887362
sp|Q8NC56|LEMD2_HUMAN,Q8NC56,2,1,-1
sp|Q8NFH3|NUP43_HUMAN,Q8NFH3,2,1,-1
sp|Q8TCA0|LRC20_HUMAN,Q8TCA0,1,0,-Inf
sp|Q8WUH1|CHUR_HUMAN,Q8WUH1,2,0,-Inf
sp|Q92538|GBF1_HUMAN,Q92538,2,9,2.169925001442312
sp|Q92930|RAB8B_HUMAN,Q92930,1,2,1
sp|Q969Z0|FAKD4_HUMAN,Q969Z0,2,7,1.8073549220576042
sp|Q96DH6|MSI2H_HUMAN,Q96DH6,2,0,-Inf
sp|Q96DI7|SNR40_HUMAN,Q96DI7,1,5,2.321928094887362
sp|Q96EL2|RT24_HUMAN,Q96EL2,2,2,0
sp|Q96IK1|BOD1_HUMAN,Q96IK1,2,0,-Inf
sp|Q96J01|THOC3_HUMAN,Q96J01,2,1,-1
sp|Q96JJ7|TMX3_HUMAN,Q96JJ7,3,0,-Inf
sp|Q96JQ2|CLMN_HUMAN,Q96JQ2,2,0,-Inf
sp|Q96KB5|TOPK_HUMAN,Q96KB5,1,0,-Inf
sp|Q96RQ1|ERGI2_HUMAN,Q96RQ1,2,3,0.5849625007211562
sp|Q96S19|MTL26_HUMAN,Q96S19,2,0,-Inf
sp|Q96S52|PIGS_HUMAN,Q96S52,2,3,0.5849625007211562
sp|Q99961|SH3G1_HUMAN,Q99961,2,0,-Inf
sp|Q9BQA1|MEP50_HUMAN,Q9BQA1,2,4,1
sp|Q9BSH5|HDHD3_HUMAN,Q9BSH5,2,4,1
sp|Q9BTE6|AASD1_HUMAN,Q9BTE6,2,1,-1
sp|Q9BVC6|TM109_HUMAN,Q9BVC6,2,2,0
sp|Q9BYD6|RM01_HUMAN,Q9BYD6,1,3,1.584962500721156
sp|Q9GZT8|NIF3L_HUMAN,Q9GZT8,2,1,-1
sp|Q9H0V9|LMA2L_HUMAN,Q9H0V9,2,3,0.5849625007211562
sp|Q9H2U1|DHX36_HUMAN,Q9H2U1,2,2,0
sp|Q9H3R2|MUC13_HUMAN,Q9H3R2,2,1,-1
sp|Q9NQ84|GPC5C_HUMAN,Q9NQ84,1,2,1
sp|Q9NTX5|ECHD1_HUMAN,Q9NTX5,1,2,1
sp|Q9NUG6|PDRG1_HUMAN,Q9NUG6,1,1,0
sp|Q9UDW1|QCR9_HUMAN,Q9UDW1,2,3,0.5849625007211562
sp|Q9UJX3|APC7_HUMAN,Q9UJX3,2,6,1.584962500721156
sp|Q9UPT8|ZC3H4_HUMAN,Q9UPT8,2,0,-Inf
sp|Q9Y6B6|SAR1B_HUMAN,Q9Y6B6,2,1,-1
sp|O00214|LEG8_HUMAN,O00214,2,1,-1
sp|O94822|LTN1_HUMAN,O94822,1,0,-Inf
sp|O94874|UFL1_HUMAN,O94874,2,4,1
sp|P19012|K1C15_HUMAN,P19012,2,0,-Inf
sp|P23527|H2B1O_HUMAN,P23527,5,0,-Inf
sp|P42574|CASP3_HUMAN,P42574,2,1,-1
sp|P62714|PP2AB_HUMAN,P62714,2,1,-1
sp|P82932|RT06_HUMAN,P82932,2,1,-1
sp|Q01459|DIAC_HUMAN,Q01459,2,0,-Inf
sp|Q147X3|NAA30_HUMAN,Q147X3,2,0,-Inf
sp|Q15061|WDR43_HUMAN,Q15061,1,3,1.584962500721156
sp|Q16539|MK14_HUMAN,Q16539,2,0,-Inf
sp|Q2TAL8|QRIC1_HUMAN,Q2TAL8,2,1,-1
sp|Q3KQU3|MA7D1_HUMAN,Q3KQU3,1,0,-Inf
sp|Q49A26|GLYR1_HUMAN,Q49A26,2,3,0.5849625007211562
sp|Q6PD74|AAGAB_HUMAN,Q6PD74,3,1,-1.5849625007211563
sp|Q92733|PRCC_HUMAN,Q92733,1,0,-Inf
sp|Q99567|NUP88_HUMAN,Q99567,2,3,0.5849625007211562
sp|Q9BT09|CNPY3_HUMAN,Q9BT09,2,0,-Inf
sp|Q9BVJ7|DUS23_HUMAN,Q9BVJ7,2,3,0.5849625007211562
sp|Q9BY43|CHM4A_HUMAN,Q9BY43,2,1,-1
sp|Q9H299|SH3L3_HUMAN,Q9H299,2,2,0
sp|Q9HA77|SYCM_HUMAN,Q9HA77,2,4,1
sp|Q9NRY4|RHG35_HUMAN,Q9NRY4,1,0,-Inf
sp|Q9ULJ8|NEB1_HUMAN,Q9ULJ8,1,0,-Inf
sp|Q9Y2X9|ZN281_HUMAN,Q9Y2X9,2,0,-Inf
sp|O00267|SPT5H_HUMAN,O00267,1,4,2
sp|O75376|NCOR1_HUMAN,O75376,1,0,-Inf
sp|P15954|COX7C_HUMAN,P15954,3,3,0
sp|P17676|CEBPB_HUMAN,P17676,2,0,-Inf
sp|P26232|CTNA2_HUMAN,P26232,1,0,-Inf
sp|P36873|PP1G_HUMAN,P36873,1,8,3
sp|P49914|MTHFS_HUMAN,P49914,2,1,-1
sp|P62745|RHOB_HUMAN,P62745,1,2,1
sp|Q0VDF9|HSP7E_HUMAN,Q0VDF9,2,0,-Inf
sp|Q15599|NHRF2_HUMAN,Q15599,2,0,-Inf
sp|Q5T653|RM02_HUMAN,Q5T653,2,3,0.5849625007211562
sp|Q7Z2K6|ERMP1_HUMAN,Q7Z2K6,2,11,2.4594316186372973
sp|Q96KG9|SCYL1_HUMAN,Q96KG9,2,0,-Inf
sp|Q9GZU8|PIP30_HUMAN,Q9GZU8,2,0,-Inf
sp|Q9Y624|JAM1_HUMAN,Q9Y624,2,0,-Inf
sp|O75879|GATB_HUMAN,O75879,2,0,-Inf
sp|P35609|ACTN2_HUMAN,P35609,1,0,-Inf
sp|P48426|PI42A_HUMAN,P48426,1,0,-Inf
sp|Q8TEA8|DTD1_HUMAN,Q8TEA8,2,1,-1
sp|Q96ER9|MITOK_HUMAN,Q96ER9,2,2,0
sp|Q96JY6|PDLI2_HUMAN,Q96JY6,2,0,-Inf
sp|Q9BQ67|GRWD1_HUMAN,Q9BQ67,2,7,1.8073549220576042
sp|Q9H7X7|IFT22_HUMAN,Q9H7X7,2,0,-Inf
sp|Q9HCN8|SDF2L_HUMAN,Q9HCN8,2,3,0.5849625007211562
sp|Q9NSQ0|RRP7B_HUMAN,Q9NSQ0,2,0,-Inf
sp|Q9NZ08|ERAP1_HUMAN,Q9NZ08,2,6,1.584962500721156
sp|Q9Y282|ERGI3_HUMAN,Q9Y282,3,2,-0.5849625007211563
sp|O60220|TIM8A_HUMAN,O60220,2,1,-1
sp|O75616|ERAL1_HUMAN,O75616,2,0,-Inf
sp|P05976|MYL1_HUMAN,P05976,5,4,-0.3219280948873623
sp|P0DPB6|RPAC2_HUMAN,P0DPB6,2,0,-Inf
sp|P35908|K22E_HUMAN,P35908,3,0,-Inf
sp|P61224|RAP1B_HUMAN,P61224,6,7,0.22239242133644802
sp|Q53FV1|ORML2_HUMAN,Q53FV1,4,0,-Inf
sp|Q5TEC6|H37_HUMAN,Q5TEC6,2,4,1
sp|Q96H79|ZCCHL_HUMAN,Q96H79,2,1,-1
sp|Q96LD4|TRI47_HUMAN,Q96LD4,2,6,1.584962500721156
sp|Q96SU4|OSBL9_HUMAN,Q96SU4,2,1,-1
sp|Q96TA2|YMEL1_HUMAN,Q96TA2,2,3,0.5849625007211562
sp|Q9NSK7|CS012_HUMAN,Q9NSK7,2,1,-1
sp|Q9P016|THYN1_HUMAN,Q9P016,2,0,-Inf
sp|Q9Y3A6|TMED5_HUMAN,Q9Y3A6,2,0,-Inf
sp|Q9Y530|OARD1_HUMAN,Q9Y530,3,2,-0.5849625007211563
sp|P49005|DPOD2_HUMAN,P49005,2,1,-1
sp|P60602|ROMO1_HUMAN,P60602,1,1,0
sp|P61421|VA0D1_HUMAN,P61421,3,4,0.41503749927884376
sp|Q15526|SURF1_HUMAN,Q15526,1,0,-Inf
sp|Q15629|TRAM1_HUMAN,Q15629,2,1,-1
sp|Q17RN3|FA98C_HUMAN,Q17RN3,2,1,-1
sp|Q712K3|UB2R2_HUMAN,Q712K3,1,0,-Inf
sp|Q9NYB0|TE2IP_HUMAN,Q9NYB0,2,0,-Inf
sp|Q9P0T7|TMEM9_HUMAN,Q9P0T7,2,0,-Inf
sp|Q9UKR5|ERG28_HUMAN,Q9UKR5,2,2,0
sp|Q9Y606|PUS1_HUMAN,Q9Y606,2,0,-Inf
sp|O43924|PDE6D_HUMAN,O43924,1,1,0
sp|O94888|UBXN7_HUMAN,O94888,2,0,-Inf
sp|P53680|AP2S1_HUMAN,P53680,1,2,1
sp|Q10588|BST1_HUMAN,Q10588,1,2,1
sp|Q15800|MSMO1_HUMAN,Q15800,2,0,-Inf
sp|Q8IVL0|NAV3_HUMAN,Q8IVL0,1,0,-Inf
sp|Q8TAG9|EXOC6_HUMAN,Q8TAG9,2,0,-Inf
sp|Q9BY67|CADM1_HUMAN,Q9BY67,1,0,-Inf
sp|Q9H3K2|GHITM_HUMAN,Q9H3K2,1,2,1
sp|Q9Y3B8|ORN_HUMAN,Q9Y3B8,2,0,-Inf
sp|O75190|DNJB6_HUMAN,O75190,1,0,-Inf
sp|P63098|CANB1_HUMAN,P63098,1,0,-Inf
sp|Q13136|LIPA1_HUMAN,Q13136,1,0,-Inf
sp|Q13685|AAMP_HUMAN,Q13685,2,0,-Inf
sp|Q5HYI7|MTX3_HUMAN,Q5HYI7,2,2,0
sp|Q7Z7F7|RM55_HUMAN,Q7Z7F7,2,3,0.5849625007211562
sp|Q86VN1|VPS36_HUMAN,Q86VN1,1,1,0
sp|Q96J02|ITCH_HUMAN,Q96J02,1,0,-Inf
sp|Q9P0M9|RM27_HUMAN,Q9P0M9,2,4,1
sp|O00442|RTCA_HUMAN,O00442,2,4,1
sp|O60684|IMA7_HUMAN,O60684,1,5,2.321928094887362
sp|P04908|H2A1B_HUMAN,P04908,2,5,1.3219280948873624
sp|P09132|SRP19_HUMAN,P09132,1,0,-Inf
sp|P46734|MP2K3_HUMAN,P46734,2,2,0
sp|P62256|UBE2H_HUMAN,P62256,1,0,-Inf
sp|P62834|RAP1A_HUMAN,P62834,1,1,0
sp|Q13362|2A5G_HUMAN,Q13362,1,0,-Inf
sp|Q86TU7|SETD3_HUMAN,Q86TU7,2,2,0
sp|Q8IYI6|EXOC8_HUMAN,Q8IYI6,2,1,-1
sp|Q8NFH4|NUP37_HUMAN,Q8NFH4,1,2,1
sp|Q8TAD7|OCC1_HUMAN,Q8TAD7,1,0,-Inf
sp|Q9P289|STK26_HUMAN,Q9P289,1,0,-Inf
sp|Q9UMZ2|SYNRG_HUMAN,Q9UMZ2,1,0,-Inf
sp|O95340|PAPS2_HUMAN,O95340,2,6,1.584962500721156
sp|P33552|CKS2_HUMAN,P33552,2,0,-Inf
sp|P49459|UBE2A_HUMAN,P49459,2,0,-Inf
sp|Q9Y3X0|CCDC9_HUMAN,Q9Y3X0,1,0,-Inf
sp|O60784|TOM1_HUMAN,O60784,1,0,-Inf
sp|Q15043|S39AE_HUMAN,Q15043,2,1,-1
sp|Q16537|2A5E_HUMAN,Q16537,2,0,-Inf
sp|Q96I36|COX14_HUMAN,Q96I36,2,0,-Inf
sp|O43353|RIPK2_HUMAN,O43353,2,0,-Inf
sp|P42830|CXCL5_HUMAN,P42830,1,0,-Inf
sp|Q8WUP2|FBLI1_HUMAN,Q8WUP2,2,0,-Inf
sp|Q9Y3B9|RRP15_HUMAN,Q9Y3B9,2,0,-Inf
sp|Q8N9A8|NEPR1_HUMAN,Q8N9A8,2,0,-Inf
sp|Q05519|SRS11_HUMAN,Q05519,2,3,0.5849625007211562
sp|Q53H12|AGK_HUMAN,Q53H12,2,5,1.3219280948873624
sp|Q7Z5H4|VN1R5_HUMAN,Q7Z5H4,2,0,-Inf
sp|Q86VI3|IQGA3_HUMAN,Q86VI3,1,0,-Inf
sp|Q8WUH6|TM263_HUMAN,Q8WUH6,1,2,1
sp|Q96PV6|LENG8_HUMAN,Q96PV6,2,1,-1
sp|O00499|BIN1_HUMAN,O00499,2,1,-1
sp|P08047|SP1_HUMAN,P08047,1,0,-Inf
sp|P08582|TRFM_HUMAN,P08582,2,3,0.5849625007211562
sp|P30536|TSPO_HUMAN,P30536,1,0,-Inf
sp|Q9UDY8|MALT1_HUMAN,Q9UDY8,2,0,-Inf
sp|Q6YP21|KAT3_HUMAN,Q6YP21,2,0,-Inf
sp|Q96GC5|RM48_HUMAN,Q96GC5,1,0,-Inf
sp|Q9BYG5|PAR6B_HUMAN,Q9BYG5,2,0,-Inf
sp|Q9HBH5|RDH14_HUMAN,Q9HBH5,2,3,0.5849625007211562
sp|Q9UNW1|MINP1_HUMAN,Q9UNW1,3,2,-0.5849625007211563
sp|Q8NEU8|DP13B_HUMAN,Q8NEU8,1,1,0
sp|O43181|NDUS4_HUMAN,O43181,2,2,0
sp|O75911|DHRS3_HUMAN,O75911,2,3,0.5849625007211562
sp|P40199|CEAM6_HUMAN,P40199,2,5,1.3219280948873624
sp|P62877|RBX1_HUMAN,P62877,1,2,1
sp|Q8N4P3|MESH1_HUMAN,Q8N4P3,1,0,-Inf
sp|Q96EY7|PTCD3_HUMAN,Q96EY7,1,6,2.584962500721156
sp|Q96GG9|DCNL1_HUMAN,Q96GG9,2,0,-Inf
sp|Q9Y291|RT33_HUMAN,Q9Y291,1,2,1
sp|O75251|NDUS7_HUMAN,O75251,1,4,2
sp|O75865|TPC6A_HUMAN,O75865,2,0,-Inf
sp|P14209|CD99_HUMAN,P14209,1,0,-Inf
sp|P18615|NELFE_HUMAN,P18615,1,2,1
sp|Q6QNY0|BL1S3_HUMAN,Q6QNY0,2,0,-Inf
sp|Q8NB37|GALD1_HUMAN,Q8NB37,1,0,-Inf
sp|P39880|CUX1_HUMAN,P39880,2,0,-Inf
sp|Q9UG63|ABCF2_HUMAN,Q9UG63,2,6,1.584962500721156
sp|Q9Y3D7|TIM16_HUMAN,Q9Y3D7,2,0,-Inf
sp|Q15653|IKBB_HUMAN,Q15653,1,0,-Inf
sp|Q63ZY3|KANK2_HUMAN,Q63ZY3,1,0,-Inf
sp|Q96C90|PP14B_HUMAN,Q96C90,1,0,-Inf
sp|P09038|FGF2_HUMAN,P09038,1,2,1
sp|Q16288|NTRK3_HUMAN,Q16288,1,0,-Inf
sp|P07738|PMGE_HUMAN,P07738,1,0,-Inf
sp|P62837|UB2D2_HUMAN,P62837,3,1,-1.5849625007211563
sp|Q9Y6N1|COX11_HUMAN,Q9Y6N1,2,1,-1
sp|Q8WUF5|IASPP_HUMAN,Q8WUF5,1,0,-Inf
sp|Q9UL40|ZN346_HUMAN,Q9UL40,2,0,-Inf
sp|Q9Y2R5|RT17_HUMAN,Q9Y2R5,1,2,1
sp|Q9Y6I9|TX264_HUMAN,Q9Y6I9,2,0,-Inf
sp|O14773|TPP1_HUMAN,O14773,2,0,-Inf
sp|P40855|PEX19_HUMAN,P40855,2,0,-Inf
sp|Q9BPU6|DPYL5_HUMAN,Q9BPU6,2,0,-Inf
sp|Q9UFW8|CGBP1_HUMAN,Q9UFW8,1,0,-Inf
sp|Q9H1U4|MEGF9_HUMAN,Q9H1U4,1,0,-Inf
sp|O75695|XRP2_HUMAN,O75695,2,1,-1
sp|Q8N0Z6|TTC5_HUMAN,Q8N0Z6,1,1,0
sp|Q9BU61|NDUF3_HUMAN,Q9BU61,1,0,-Inf
sp|P51809|VAMP7_HUMAN,P51809,1,1,0
sp|Q14012|KCC1A_HUMAN,Q14012,2,0,-Inf
sp|A6NJ78|MET15_HUMAN,A6NJ78,1,0,-Inf
sp|O14530|TXND9_HUMAN,O14530,3,0,-Inf
sp|O43657|TSN6_HUMAN,O43657,1,0,-Inf
sp|Q12974|TP4A2_HUMAN,Q12974,2,1,-1
sp|Q13257|MD2L1_HUMAN,Q13257,1,0,-Inf
sp|Q7L266|ASGL1_HUMAN,Q7L266,1,0,-Inf
sp|Q9Y5R8|TPPC1_HUMAN,Q9Y5R8,2,0,-Inf
sp|O00584|RNT2_HUMAN,O00584,1,0,-Inf
sp|Q16594|TAF9_HUMAN,Q16594,2,0,-Inf
sp|Q8IXM3|RM41_HUMAN,Q8IXM3,2,0,-Inf
sp|Q9Y2P8|RCL1_HUMAN,Q9Y2P8,2,3,0.5849625007211562
sp|P33121|ACSL1_HUMAN,P33121,1,4,2
sp|P63172|DYLT1_HUMAN,P63172,2,1,-1
sp|Q9NV96|CC50A_HUMAN,Q9NV96,1,0,-Inf
sp|Q9Y2Q9|RT28_HUMAN,Q9Y2Q9,2,1,-1
sp|Q6FIF0|ZFAN6_HUMAN,Q6FIF0,1,0,-Inf
sp|Q6VY07|PACS1_HUMAN,Q6VY07,1,2,1
sp|Q8TF68|ZN384_HUMAN,Q8TF68,1,0,-Inf
sp|Q9H0C8|ILKAP_HUMAN,Q9H0C8,1,0,-Inf
sp|P13473|LAMP2_HUMAN,P13473,1,2,1
sp|Q13951|PEBB_HUMAN,Q13951,1,0,-Inf
sp|Q9H078|CLPB_HUMAN,Q9H078,1,2,1
sp|O95749|GGPPS_HUMAN,O95749,2,0,-Inf
sp|Q02978|M2OM_HUMAN,Q02978,1,11,3.4594316186372973
sp|A0AVT1|UBA6_HUMAN,A0AVT1,1,6,2.584962500721156
sp|Q9H9A6|LRC40_HUMAN,Q9H9A6,2,2,0
sp|O43504|LTOR5_HUMAN,O43504,1,0,-Inf
sp|O43815|STRN_HUMAN,O43815,1,0,-Inf
sp|Q92785|REQU_HUMAN,Q92785,2,0,-Inf
sp|Q93074|MED12_HUMAN,Q93074,1,0,-Inf
sp|Q96BS2|CHP3_HUMAN,Q96BS2,1,0,-Inf
sp|Q96H20|SNF8_HUMAN,Q96H20,2,0,-Inf
sp|Q9UHJ6|SHPK_HUMAN,Q9UHJ6,2,0,-Inf
sp|Q96PZ0|PUS7_HUMAN,Q96PZ0,1,0,-Inf
sp|Q9NPL8|TIDC1_HUMAN,Q9NPL8,2,0,-Inf
sp|O15084|ANR28_HUMAN,O15084,1,0,-Inf
sp|P00966|ASSY_HUMAN,P00966,2,0,-Inf
sp|P32970|CD70_HUMAN,P32970,2,0,-Inf
sp|Q9NUM4|T106B_HUMAN,Q9NUM4,2,0,-Inf
sp|A6NHQ2|FBLL1_HUMAN,A6NHQ2,2,1,-1
sp|P10321|HLAC_HUMAN,P10321,2,1,-1
sp|P11234|RALB_HUMAN,P11234,1,2,1
sp|P20839|IMDH1_HUMAN,P20839,1,0,-Inf
sp|P62070|RRAS2_HUMAN,P62070,1,0,-Inf
sp|P80297|MT1X_HUMAN,P80297,1,0,-Inf
sp|Q8NEY1|NAV1_HUMAN,Q8NEY1,1,0,-Inf
sp|Q92743|HTRA1_HUMAN,Q92743,2,5,1.3219280948873624
sp|O14657|TOR1B_HUMAN,O14657,1,2,1
sp|P47224|MSS4_HUMAN,P47224,2,1,-1
sp|P61077|UB2D3_HUMAN,P61077,1,2,1
sp|Q13625|ASPP2_HUMAN,Q13625,2,0,-Inf
sp|Q86U42|PABP2_HUMAN,Q86U42,1,0,-Inf
sp|P51668|UB2D1_HUMAN,P51668,1,0,-Inf
sp|P11802|CDK4_HUMAN,P11802,1,0,-Inf
sp|Q9NPD3|EXOS4_HUMAN,Q9NPD3,2,0,-Inf
sp|O43264|ZW10_HUMAN,O43264,1,0,-Inf
sp|P46934|NEDD4_HUMAN,P46934,2,0,-Inf
sp|Q8IUE6|H2A2B_HUMAN,Q8IUE6,2,5,1.3219280948873624
sp|O15160|RPAC1_HUMAN,O15160,1,2,1
sp|P10109|ADX_HUMAN,P10109,2,2,0
sp|Q9H788|SH24A_HUMAN,Q9H788,2,0,-Inf
sp|Q6PL18|ATAD2_HUMAN,Q6PL18,1,0,-Inf
sp|Q9BX70|BTBD2_HUMAN,Q9BX70,1,0,-Inf
sp|Q92530|PSMF1_HUMAN,Q92530,1,0,-Inf
sp|Q6DKK2|TTC19_HUMAN,Q6DKK2,1,0,-Inf
sp|P00749|UROK_HUMAN,P00749,2,2,0
sp|Q9NQX3|GEPH_HUMAN,Q9NQX3,1,0,-Inf
sp|Q13616|CUL1_HUMAN,Q13616,2,0,-Inf
sp|Q01167|FOXK2_HUMAN,Q01167,1,0,-Inf
sp|Q14966|ZN638_HUMAN,Q14966,1,0,-Inf
sp|P19387|RPB3_HUMAN,P19387,1,2,1
sp|Q9BYV8|CEP41_HUMAN,Q9BYV8,2,0,-Inf
